obj_ASUSGeForceEN8600GT2DHT256M256MBDDR3PCIExpress;green;ASUSGeForceEN8600GT2DHT256M256MBDDR3PCIExpress
obj_ASUSGeForceEN9600GTDI512MD3DDR3PCIExpress;green;ASUSGeForceEN9600GTDI512MD3DDR3PCIExpress
obj_MSIN9600GTT2D1GOC1GBDDR3PCIe;red;MSIN9600GTT2D1GOC1GBDDR3PCIe
obj_ASUSGeForceENGTS250HTDI512MD3512MBDDR3PCIExpress;blue;ASUSGeForceENGTS250HTDI512MD3512MBDDR3PCIExpress
obj_MSIN260GTXLightningBlackEdition1792MBDDR3PCIExpress;green;MSIN260GTXLightningBlackEdition1792MBDDR3PCIExpress
obj_80GBSamsungHD082GJSATAII8MBcachewinchester;blue;80GBSamsungHD082GJSATAII8MBcachewinchester
obj_250GBSamsungHD250HJSATAII8MBcachewinchester;red;250GBSamsungHD250HJSATAII8MBcachewinchester
obj_320GBWDCaviarBlueWD3200AAKS7200rpmSATAII16MBcachewinchester;blue;320GBWDCaviarBlueWD3200AAKS7200rpmSATAII16MBcachewinchester
obj_500GBSamsungHD502HISATAII16MBcachewinchesterEcoGreen;blue;500GBSamsungHD502HISATAII16MBcachewinchesterEcoGreen
obj_640GBWDCaviarBlueWD6400AAKSSATAII16MBcachewinchester;green;640GBWDCaviarBlueWD6400AAKSSATAII16MBcachewinchester
obj_640GBSamsungHD642JJSATAII16MBcachewinchester;green;640GBSamsungHD642JJSATAII16MBcachewinchester
obj_15TBSamsungHD154UISATAII32MBcachewinchesterECOgreen;green;15TBSamsungHD154UISATAII32MBcachewinchesterECOgreen
obj_300GBWDWD3000HLFSRaptorSATAII16MBcachewinchester;red;300GBWDWD3000HLFSRaptorSATAII16MBcachewinchester
obj_SamsungSHS222ABEWEDVDirofeherOEM;red;SamsungSHS222ABEWEDVDirofeherOEM
obj_ASUSDRW22B1SIDEDVDirofeketeOEM;blue;ASUSDRW22B1SIDEDVDirofeketeOEM
obj_LGGH22LP20IDEDVDirofeketedobozos;red;LGGH22LP20IDEDVDirofeketedobozos
obj_SamsungSHD162DBEBEDVDROMfeketeOEM;red;SamsungSHD162DBEBEDVDROMfeketeOEM
obj_LGDH16NS10RBBBSATADVDolvasofeketeOEM;blue;LGDH16NS10RBBBSATADVDolvasofeketeOEM
obj_19BenQG922HDALCDmonitor;red;19BenQG922HDALCDmonitor
obj_19SamsungLD190NLCDmonitorfekete;green;19SamsungLD190NLCDmonitorfekete
obj_19LGW1942TPFLCDWidemonitorfekete;blue;19LGW1942TPFLCDWidemonitorfekete
obj_19Samsung943BWLCDmonitorfekete;red;19Samsung943BWLCDmonitorfekete
obj_20SamsungP2050LCDmonitorfekete;green;20SamsungP2050LCDmonitorfekete
obj_20Samsung2033HDmonitorMPEG4;blue;20Samsung2033HDmonitorMPEG4
obj_22AcerV223WABDLCDmonitorfekete;green;22AcerV223WABDLCDmonitorfekete
obj_22SamsungLD220LCDmonitorfekete;red;22SamsungLD220LCDmonitorfekete
obj_22SamsungP2270HDLCDmonitorfekete;red;22SamsungP2270HDLCDmonitorfekete
obj_24Samsung2443NWLCDmonitorfekete;red;24Samsung2443NWLCDmonitorfekete
obj_24LGW2453TQPFLCDmonitorfekete;red;24LGW2453TQPFLCDmonitorfekete
obj_24Samsung2463UWLCDmonitorfekete;green;24Samsung2463UWLCDmonitorfekete
obj_26ASUSVW266HLCDmonitorfekete;blue;26ASUSVW266HLCDmonitorfekete
